lokasi;Sentimen;komentar;clean;tokenize;normalize;stopword;stemming
Museum Keraton;Netral;"Bagi yg ingin banyak tahu tentang sejarah Keraton yg ada di Madura, Keraton Sumenep ini cukup representatif karena sejarah Keraton ini bagian dari sejarah kerajaan yg ada di Indonesia.
Recommended dah pokoknya";Bagi yg ingin banyak tahu tentang sejarah Keraton yg ada di Madura Keraton Sumenep ini cukup representatif karena sejarah Keraton ini bagian dari sejarah kerajaan yg ada di Indonesia Recommended dah pokoknya;['bagi', 'yg', 'ingin', 'banyak', 'tahu', 'tentang', 'sejarah', 'keraton', 'yg', 'ada', 'di', 'madura', 'keraton', 'sumenep', 'ini', 'cukup', 'representatif', 'karena', 'sejarah', 'keraton', 'ini', 'bagian', 'dari', 'sejarah', 'kerajaan', 'yg', 'ada', 'di', 'indonesia', 'recommended', 'dah', 'pokoknya'];['bagi', 'yang', 'ingin', 'banyak', 'tahu', 'tentang', 'sejarah', 'keraton', 'yang', 'ada', 'di', 'madura', 'keraton', 'sumenep', 'ini', 'cukup', 'representatif', 'karena', 'sejarah', 'keraton', 'ini', 'bagian', 'dari', 'sejarah', 'kerajaan', 'yang', 'ada', 'di', 'indonesia', 'recommended', 'deh', 'pokoknya'];['sejarah', 'keraton', 'madura', 'keraton', 'sumenep', 'representatif', 'sejarah', 'keraton', 'sejarah', 'kerajaan', 'indonesia', 'recommended', 'deh', 'pokoknya'];['sejarah', 'keraton', 'madura', 'keraton', 'sumenep', 'representatif', 'sejarah', 'keraton', 'sejarah', 'raja', 'indonesia', 'recommended', 'deh', 'pokok']
Museum Keraton;Positif;Tempatnya terletak di sebelah timur taman Adipura Sumenep... Terdapat pusaka, tempat tidur, kereta kencana dan lainnya, peninggalan para raja terdahulu...;Tempatnya terletak di sebelah timur taman Adipura Sumenep Terdapat pusaka tempat tidur kereta kencana dan lainnya peninggalan para raja terdahulu;['tempatnya', 'terletak', 'di', 'sebelah', 'timur', 'taman', 'adipura', 'sumenep', 'terdapat', 'pusaka', 'tempat', 'tidur', 'kereta', 'kencana', 'dan', 'lainnya', 'peninggalan', 'para', 'raja', 'terdahulu'];['tempatnya', 'terletak', 'di', 'sebelah', 'timur', 'taman', 'adipura', 'sumenep', 'terdapat', 'pusaka', 'tempat', 'tidur', 'kereta', 'kencana', 'dan', 'lainnya', 'peninggalan', 'para', 'raja', 'terdahulu'];['tempatnya', 'terletak', 'sebelah', 'timur', 'taman', 'adipura', 'sumenep', 'pusaka', 'tidur', 'kereta', 'kencana', 'peninggalan', 'raja'];['tempat', 'letak', 'belah', 'timur', 'taman', 'adipura', 'sumenep', 'pusaka', 'tidur', 'kereta', 'kencana', 'tinggal', 'raja']
Museum Keraton;Positif;"Sangat indah dan mempesona meliat
Kemegahan Lbhang Mesen yg merupakan ointu masuk kebKeratom Sumenep... Bravo Sumekar …";Sangat indah dan mempesona meliat Kemegahan Lbhang Mesen yg merupakan ointu masuk kebKeratom Sumenep Bravo Sumekar;['sangat', 'indah', 'dan', 'mempesona', 'meliat', 'kemegahan', 'lbhang', 'mesen', 'yg', 'merupakan', 'ointu', 'masuk', 'kebkeratom', 'sumenep', 'bravo', 'sumekar'];['sangat', 'indah', 'dan', 'mempesona', 'meliat', 'kemegahan', 'lbhang', 'mesen', 'yang', 'merupakan', 'ointu', 'masuk', 'kebkeratom', 'sumenep', 'bravo', 'sumekar'];['indah', 'mempesona', 'meliat', 'kemegahan', 'lbhang', 'mesen', 'ointu', 'masuk', 'kebkeratom', 'sumenep', 'bravo', 'sumekar'];['indah', 'pesona', 'liat', 'megah', 'lbhang', 'mesen', 'ointu', 'masuk', 'kebkeratom', 'sumenep', 'bravo', 'sumekar']
Museum Keraton;Positif;Semoga peninggalan ini terawat dengan baik sehingga anak cucu kita bisa menikmati dan menghargai perjuangan masa lampau;Semoga peninggalan ini terawat dengan baik sehingga anak cucu kita bisa menikmati dan menghargai perjuangan masa lampau;['semoga', 'peninggalan', 'ini', 'terawat', 'dengan', 'baik', 'sehingga', 'anak', 'cucu', 'kita', 'bisa', 'menikmati', 'dan', 'menghargai', 'perjuangan', 'masa', 'lampau'];['semoga', 'peninggalan', 'ini', 'terawat', 'dengan', 'baik', 'sehingga', 'anak', 'cucu', 'kita', 'bisa', 'menikmati', 'dan', 'menghargai', 'perjuangan', 'masa', 'lampau'];['semoga', 'peninggalan', 'terawat', 'anak', 'cucu', 'menikmati', 'menghargai', 'perjuangan', 'lampau'];['moga', 'tinggal', 'awat', 'anak', 'cucu', 'nikmat', 'harga', 'juang', 'lampau']
Museum Keraton;Positif;Banyak menambah pengetahuan tentang sejarah.. Ternyata terbentuknya kerajaan Majapahit.. Awalnya dari keraton sumenep;Banyak menambah pengetahuan tentang sejarah Ternyata terbentuknya kerajaan Majapahit Awalnya dari keraton sumenep;['banyak', 'menambah', 'pengetahuan', 'tentang', 'sejarah', 'ternyata', 'terbentuknya', 'kerajaan', 'majapahit', 'awalnya', 'dari', 'keraton', 'sumenep'];['banyak', 'menambah', 'pengetahuan', 'tentang', 'sejarah', 'ternyata', 'terbentuknya', 'kerajaan', 'majapahit', 'awalnya', 'dari', 'keraton', 'sumenep'];['menambah', 'pengetahuan', 'sejarah', 'terbentuknya', 'kerajaan', 'majapahit', 'keraton', 'sumenep'];['tambah', 'tahu', 'sejarah', 'bentuk', 'raja', 'majapahit', 'keraton', 'sumenep']
Museum Keraton;Negatif;Tempatnya asyik buat belajar sejarah sumenep, tapi sayang media edukasi yg ada tidak maksimal dan terawat :(;Tempatnya asyik buat belajar sejarah sumenep tapi sayang media edukasi yg ada tidak maksimal dan terawat;['tempatnya', 'asyik', 'buat', 'belajar', 'sejarah', 'sumenep', 'tapi', 'sayang', 'media', 'edukasi', 'yg', 'ada', 'tidak', 'maksimal', 'dan', 'terawat'];['tempatnya', 'asyik', 'buat', 'belajar', 'sejarah', 'sumenep', 'tapi', 'sayang', 'media', 'edukasi', 'yang', 'ada', 'tidak', 'maksimal', 'dan', 'terawat'];['tempatnya', 'asyik', 'belajar', 'sejarah', 'sumenep', 'sayang', 'media', 'edukasi', 'maksimal', 'terawat'];['tempat', 'asyik', 'ajar', 'sejarah', 'sumenep', 'sayang', 'media', 'edukasi', 'maksimal', 'awat']
Museum Keraton;Positif;Bagus dan sejuk suasananya;Bagus dan sejuk suasananya;['bagus', 'dan', 'sejuk', 'suasananya'];['bagus', 'dan', 'sejuk', 'suasananya'];['bagus', 'sejuk', 'suasananya'];['bagus', 'sejuk', 'suasana']
Museum Keraton;Positif;Sebagai musium keraton, sangat banyak menyimpan peninggalan tempo dulu, yg tentu sangat bermanfaat unt kita ketahui dan menambah pengetahuan kita semua,;Sebagai musium keraton sangat banyak menyimpan peninggalan tempo dulu yg tentu sangat bermanfaat unt kita ketahui dan menambah pengetahuan kita semua;['sebagai', 'musium', 'keraton', 'sangat', 'banyak', 'menyimpan', 'peninggalan', 'tempo', 'dulu', 'yg', 'tentu', 'sangat', 'bermanfaat', 'unt', 'kita', 'ketahui', 'dan', 'menambah', 'pengetahuan', 'kita', 'semua'];['sebagai', 'musium', 'keraton', 'sangat', 'banyak', 'menyimpan', 'peninggalan', 'tempo', 'dulu', 'yang', 'tentu', 'sangat', 'bermanfaat', 'unt', 'kita', 'ketahui', 'dan', 'menambah', 'pengetahuan', 'kita', 'semua'];['musium', 'keraton', 'menyimpan', 'peninggalan', 'tempo', 'bermanfaat', 'unt', 'ketahui', 'menambah', 'pengetahuan'];['musium', 'keraton', 'simpan', 'tinggal', 'tempo', 'manfaat', 'unt', 'tahu', 'tambah', 'tahu']
Museum Keraton;Positif;Museum disini terdapat bnyak sekali peninggalan pada masa kerajaan sumenep, mulai dari kereta kencana , dan lainlain;Museum disini terdapat bnyak sekali peninggalan pada masa kerajaan sumenep mulai dari kereta kencana dan lainlain;['museum', 'disini', 'terdapat', 'bnyak', 'sekali', 'peninggalan', 'pada', 'masa', 'kerajaan', 'sumenep', 'mulai', 'dari', 'kereta', 'kencana', 'dan', 'lainlain'];['museum', 'disini', 'terdapat', 'banyak', 'sekali', 'peninggalan', 'pada', 'masa', 'kerajaan', 'sumenep', 'mulai', 'dari', 'kereta', 'kencana', 'dan', 'lainlain'];['museum', 'peninggalan', 'kerajaan', 'sumenep', 'kereta', 'kencana', 'lainlain'];['museum', 'tinggal', 'raja', 'sumenep', 'kereta', 'kencana', 'lainlain']
Museum Keraton;Positif;Sejarah kerajaan sumenep, era penjajahan belanda dan sebelumnya, bukti kejayan  dan budaya madura yg di lestarikan, oke banget;Sejarah kerajaan sumenep era penjajahan belanda dan sebelumnya bukti kejayan dan budaya madura yg di lestarikan oke banget;['sejarah', 'kerajaan', 'sumenep', 'era', 'penjajahan', 'belanda', 'dan', 'sebelumnya', 'bukti', 'kejayan', 'dan', 'budaya', 'madura', 'yg', 'di', 'lestarikan', 'oke', 'banget'];['sejarah', 'kerajaan', 'sumenep', 'era', 'penjajahan', 'belanda', 'dan', 'sebelumnya', 'bukti', 'kejayan', 'dan', 'budaya', 'madura', 'yang', 'di', 'lestarikan', 'oke', 'banget'];['sejarah', 'kerajaan', 'sumenep', 'era', 'penjajahan', 'belanda', 'bukti', 'kejayan', 'budaya', 'madura', 'lestarikan', 'oke', 'banget'];['sejarah', 'raja', 'sumenep', 'era', 'jajah', 'belanda', 'bukti', 'kejayan', 'budaya', 'madura', 'lestari', 'oke', 'banget']
Museum Keraton;Positif;Sangat bagus baik untuk santai dan berlibur.;Sangat bagus baik untuk santai dan berlibur;['sangat', 'bagus', 'baik', 'untuk', 'santai', 'dan', 'berlibur'];['sangat', 'bagus', 'baik', 'untuk', 'santai', 'dan', 'berlibur'];['bagus', 'santai', 'berlibur'];['bagus', 'santai', 'libur']
Museum Keraton;Positif;Isi didalamnya cukup menarik & mengandung nilai kebudayaan yang menjadi ciri khas kota tersebut;Isi didalamnya cukup menarik mengandung nilai kebudayaan yang menjadi ciri khas kota tersebut;['isi', 'didalamnya', 'cukup', 'menarik', 'mengandung', 'nilai', 'kebudayaan', 'yang', 'menjadi', 'ciri', 'khas', 'kota', 'tersebut'];['isi', 'didalamnya', 'cukup', 'menarik', 'mengandung', 'nilai', 'kebudayaan', 'yang', 'menjadi', 'ciri', 'khas', 'kota', 'tersebut'];['isi', 'didalamnya', 'menarik', 'mengandung', 'nilai', 'kebudayaan', 'ciri', 'khas', 'kota'];['isi', 'dalam', 'tarik', 'kandung', 'nilai', 'budaya', 'ciri', 'khas', 'kota']
Museum Keraton;Positif;Silsilah raja dan bupati yg tertera di musium,  bisa menambah sejarah perkembangan madura;Silsilah raja dan bupati yg tertera di musium bisa menambah sejarah perkembangan madura;['silsilah', 'raja', 'dan', 'bupati', 'yg', 'tertera', 'di', 'musium', 'bisa', 'menambah', 'sejarah', 'perkembangan', 'madura'];['silsilah', 'raja', 'dan', 'bupati', 'yang', 'tertera', 'di', 'musium', 'bisa', 'menambah', 'sejarah', 'perkembangan', 'madura'];['silsilah', 'raja', 'bupati', 'tertera', 'musium', 'menambah', 'sejarah', 'perkembangan', 'madura'];['silsilah', 'raja', 'bupati', 'tera', 'musium', 'tambah', 'sejarah', 'kembang', 'madura']
Museum Keraton;Positif;Salah satu museum yg yg ada d tengah kota ,dan banyak sekali peninggalan keraton sumenep yg terawat d sana;Salah satu museum yg yg ada d tengah kota dan banyak sekali peninggalan keraton sumenep yg terawat d sana;['salah', 'satu', 'museum', 'yg', 'yg', 'ada', 'd', 'tengah', 'kota', 'dan', 'banyak', 'sekali', 'peninggalan', 'keraton', 'sumenep', 'yg', 'terawat', 'd', 'sana'];['salah', 'satu', 'museum', 'yang', 'yang', 'ada', 'di', 'tengah', 'kota', 'dan', 'banyak', 'sekali', 'peninggalan', 'keraton', 'sumenep', 'yang', 'terawat', 'di', 'sana'];['salah', 'museum', 'kota', 'peninggalan', 'keraton', 'sumenep', 'terawat'];['salah', 'museum', 'kota', 'tinggal', 'keraton', 'sumenep', 'awat']
Museum Keraton;Positif;Keraton sumenep merupakan kebanggan masyarakat madura karena merupakan salah satu kerajaan kecil yang sangat penting dalam perjalanan sejarah kerajaan mojopahit. Sangat perlu dilestarikan sejajar dengan keraton lain di jawa seperti kasepuhan, kanoman di cirebon, kasultanan di solo dan yogya.;Keraton sumenep merupakan kebanggan masyarakat madura karena merupakan salah satu kerajaan kecil yang sangat penting dalam perjalanan sejarah kerajaan mojopahit Sangat perlu dilestarikan sejajar dengan keraton lain di jawa seperti kasepuhan kanoman di cirebon kasultanan di solo dan yogya;['keraton', 'sumenep', 'merupakan', 'kebanggan', 'masyarakat', 'madura', 'karena', 'merupakan', 'salah', 'satu', 'kerajaan', 'kecil', 'yang', 'sangat', 'penting', 'dalam', 'perjalanan', 'sejarah', 'kerajaan', 'mojopahit', 'sangat', 'perlu', 'dilestarikan', 'sejajar', 'dengan', 'keraton', 'lain', 'di', 'jawa', 'seperti', 'kasepuhan', 'kanoman', 'di', 'cirebon', 'kasultanan', 'di', 'solo', 'dan', 'yogya'];['keraton', 'sumenep', 'merupakan', 'kebanggaan', 'masyarakat', 'madura', 'karena', 'merupakan', 'salah', 'satu', 'kerajaan', 'kecil', 'yang', 'sangat', 'penting', 'dalam', 'perjalanan', 'sejarah', 'kerajaan', 'mojopahit', 'sangat', 'perlu', 'dilestarikan', 'sejajar', 'dengan', 'keraton', 'lain', 'di', 'jawa', 'seperti', 'kasepuhan', 'kanoman', 'di', 'cirebon', 'kasultanan', 'di', 'solo', 'dan', 'yogya'];['keraton', 'sumenep', 'kebanggaan', 'masyarakat', 'madura', 'salah', 'kerajaan', 'perjalanan', 'sejarah', 'kerajaan', 'mojopahit', 'dilestarikan', 'sejajar', 'keraton', 'jawa', 'kasepuhan', 'kanoman', 'cirebon', 'kasultanan', 'solo', 'yogya'];['keraton', 'sumenep', 'bangga', 'masyarakat', 'madura', 'salah', 'raja', 'jalan', 'sejarah', 'raja', 'mojopahit', 'lestari', 'sejajar', 'keraton', 'jawa', 'kasepuhan', 'kanoman', 'cirebon', 'kasultanan', 'solo', 'yogya']
Museum Keraton;Positif;Tempatnya strategis & mudah di jangkau...dan banyak peninggalan2 sejarah konu;Tempatnya strategis mudah di jangkau dan banyak peninggalan sejarah konu;['tempatnya', 'strategis', 'mudah', 'di', 'jangkau', 'dan', 'banyak', 'peninggalan', 'sejarah', 'konu'];['tempatnya', 'strategis', 'mudah', 'di', 'jangkau', 'dan', 'banyak', 'peninggalan', 'sejarah', 'konu'];['tempatnya', 'strategis', 'mudah', 'jangkau', 'peninggalan', 'sejarah', 'konu'];['tempat', 'strategis', 'mudah', 'jangkau', 'tinggal', 'sejarah', 'konu']
Museum Keraton;Positif;Mengenal dan mempelajari sejarah keraton sumenep dari sisa benda dan banguna yang masih kokoh berdiri sampai saat ini;Mengenal dan mempelajari sejarah keraton sumenep dari sisa benda dan banguna yang masih kokoh berdiri sampai saat ini;['mengenal', 'dan', 'mempelajari', 'sejarah', 'keraton', 'sumenep', 'dari', 'sisa', 'benda', 'dan', 'banguna', 'yang', 'masih', 'kokoh', 'berdiri', 'sampai', 'saat', 'ini'];['mengenal', 'dan', 'mempelajari', 'sejarah', 'keraton', 'sumenep', 'dari', 'sisa', 'benda', 'dan', 'banguna', 'yang', 'masih', 'kokoh', 'berdiri', 'sampai', 'saat', 'ini'];['mengenal', 'mempelajari', 'sejarah', 'keraton', 'sumenep', 'sisa', 'benda', 'banguna', 'kokoh', 'berdiri'];['kenal', 'ajar', 'sejarah', 'keraton', 'sumenep', 'sisa', 'benda', 'banguna', 'kokoh', 'diri']
Museum Keraton;Positif;Pelajaran sejarah;Pelajaran sejarah;['pelajaran', 'sejarah'];['pelajaran', 'sejarah'];['pelajaran', 'sejarah'];['ajar', 'sejarah']
Museum Keraton;Positif;Bagussss banget!!  Dan batagor depan pintu masuk rekomended!!  ?????? . Dekat juga kalo mau ke masjid Agung sumpenep.  Instagramable banget!! …;Bagussss banget Dan batagor depan pintu masuk rekomended Dekat juga kalo mau ke masjid Agung sumpenep Instagramable banget;['bagussss', 'banget', 'dan', 'batagor', 'depan', 'pintu', 'masuk', 'rekomended', 'dekat', 'juga', 'kalo', 'mau', 'ke', 'masjid', 'agung', 'sumpenep', 'instagramable', 'banget'];['bagus', 'banget', 'dan', 'batagor', 'depan', 'pintu', 'masuk', 'rekomended', 'dekat', 'juga', 'kalo', 'mau', 'ke', 'masjid', 'agung', 'sumpenep', 'instagramable', 'banget'];['bagus', 'banget', 'batagor', 'pintu', 'masuk', 'rekomended', 'masjid', 'agung', 'sumpenep', 'instagramable', 'banget'];['bagus', 'banget', 'batagor', 'pintu', 'masuk', 'rekomended', 'masjid', 'agung', 'sumpenep', 'instagramable', 'banget']
Museum Keraton;Positif;Satu satunya keraton yang masih terpelihara dengan baik sehingga mampu memberikan kontribusi nilai budaya nusantara;Satu satunya keraton yang masih terpelihara dengan baik sehingga mampu memberikan kontribusi nilai budaya nusantara;['satu', 'satunya', 'keraton', 'yang', 'masih', 'terpelihara', 'dengan', 'baik', 'sehingga', 'mampu', 'memberikan', 'kontribusi', 'nilai', 'budaya', 'nusantara'];['satu', 'satunya', 'keraton', 'yang', 'masih', 'terpelihara', 'dengan', 'baik', 'sehingga', 'mampu', 'memberikan', 'kontribusi', 'nilai', 'budaya', 'nusantara'];['satunya', 'keraton', 'terpelihara', 'kontribusi', 'nilai', 'budaya', 'nusantara'];['satu', 'keraton', 'pelihara', 'kontribusi', 'nilai', 'budaya', 'nusantara']
Museum Keraton;Positif;penuh sejarah;penuh sejarah;['penuh', 'sejarah'];['penuh', 'sejarah'];['penuh', 'sejarah'];['penuh', 'sejarah']
Museum Keraton;Positif;Tempat yang menyimpan sisa sisa dari sejarah yang dapat menambah ilmu dan pemahaman tentang cerita rakyat madura;Tempat yang menyimpan sisa sisa dari sejarah yang dapat menambah ilmu dan pemahaman tentang cerita rakyat madura;['tempat', 'yang', 'menyimpan', 'sisa', 'sisa', 'dari', 'sejarah', 'yang', 'dapat', 'menambah', 'ilmu', 'dan', 'pemahaman', 'tentang', 'cerita', 'rakyat', 'madura'];['tempat', 'yang', 'menyimpan', 'sisa', 'sisa', 'dari', 'sejarah', 'yang', 'dapat', 'menambah', 'ilmu', 'dan', 'pemahaman', 'tentang', 'cerita', 'rakyat', 'madura'];['menyimpan', 'sisa', 'sisa', 'sejarah', 'menambah', 'ilmu', 'pemahaman', 'cerita', 'rakyat', 'madura'];['simpan', 'sisa', 'sisa', 'sejarah', 'tambah', 'ilmu', 'paham', 'cerita', 'rakyat', 'madura']
Museum Keraton;Positif;Tempat yang bagus untuk anak bermain;Tempat yang bagus untuk anak bermain;['tempat', 'yang', 'bagus', 'untuk', 'anak', 'bermain'];['tempat', 'yang', 'bagus', 'untuk', 'anak', 'bermain'];['bagus', 'anak', 'bermain'];['bagus', 'anak', 'main']
Museum Keraton;Positif;Suka sama tempatnya adem;Suka sama tempatnya adem;['suka', 'sama', 'tempatnya', 'adem'];['suka', 'sama', 'tempatnya', 'adem'];['suka', 'tempatnya', 'adem'];['suka', 'tempat', 'adem']
Museum Keraton;Netral;Museum Kerajaan sumenep Madura;Museum Kerajaan sumenep Madura;['museum', 'kerajaan', 'sumenep', 'madura'];['museum', 'kerajaan', 'sumenep', 'madura'];['museum', 'kerajaan', 'sumenep', 'madura'];['museum', 'raja', 'sumenep', 'madura']
Museum Keraton;Positif;Masjidnya sangat nyaman. Baru disini nemu masjid yang airnya dingin. (khususnya dipulau madura);Masjidnya sangat nyaman Baru disini nemu masjid yang airnya dingin khususnya dipulau madura;['masjidnya', 'sangat', 'nyaman', 'baru', 'disini', 'nemu', 'masjid', 'yang', 'airnya', 'dingin', 'khususnya', 'dipulau', 'madura'];['masjidnya', 'sangat', 'nyaman', 'baru', 'disini', 'nemu', 'masjid', 'yang', 'airnya', 'dingin', 'khususnya', 'dipulau', 'madura'];['masjidnya', 'nyaman', 'nemu', 'masjid', 'airnya', 'dingin', 'dipulau', 'madura'];['masjid', 'nyaman', 'nemu', 'masjid', 'air', 'dingin', 'pulau', 'madura']
Museum Keraton;Netral;Keraton Sumenep sisa peninggalan sejarah para raja, budaya adat istiadat kerajaan dan sistem pemerintan kerajaan.;Keraton Sumenep sisa peninggalan sejarah para raja budaya adat istiadat kerajaan dan sistem pemerintan kerajaan;['keraton', 'sumenep', 'sisa', 'peninggalan', 'sejarah', 'para', 'raja', 'budaya', 'adat', 'istiadat', 'kerajaan', 'dan', 'sistem', 'pemerintan', 'kerajaan'];['keraton', 'sumenep', 'sisa', 'peninggalan', 'sejarah', 'para', 'raja', 'budaya', 'adat', 'istiadat', 'kerajaan', 'dan', 'sistem', 'pemerintan', 'kerajaan'];['keraton', 'sumenep', 'sisa', 'peninggalan', 'sejarah', 'raja', 'budaya', 'adat', 'istiadat', 'kerajaan', 'sistem', 'pemerintan', 'kerajaan'];['keraton', 'sumenep', 'sisa', 'tinggal', 'sejarah', 'raja', 'budaya', 'adat', 'istiadat', 'raja', 'sistem', 'intan', 'raja']
Museum Keraton;Positif;tempat bagus untuk mengetahui sejarah kraton sumenep jaman dahulu;tempat bagus untuk mengetahui sejarah kraton sumenep jaman dahulu;['tempat', 'bagus', 'untuk', 'mengetahui', 'sejarah', 'kraton', 'sumenep', 'jaman', 'dahulu'];['tempat', 'bagus', 'untuk', 'mengetahui', 'sejarah', 'kraton', 'sumenep', 'jaman', 'dahulu'];['bagus', 'sejarah', 'kraton', 'sumenep', 'jaman'];['bagus', 'sejarah', 'kraton', 'sumenep', 'jaman']
Museum Keraton;Positif;Sangat bersejarah. Pemandunya juga jelas saat menjelaskan bangunan dan seisinya.;Sangat bersejarah Pemandunya juga jelas saat menjelaskan bangunan dan seisinya;['sangat', 'bersejarah', 'pemandunya', 'juga', 'jelas', 'saat', 'menjelaskan', 'bangunan', 'dan', 'seisinya'];['sangat', 'bersejarah', 'pemandunya', 'juga', 'jelas', 'saat', 'menjelaskan', 'bangunan', 'dan', 'seisinya'];['bersejarah', 'pemandunya', 'bangunan', 'seisinya'];['sejarah', 'pandu', 'bangun', 'isi']
Museum Keraton;Positif;Tempat nya bersih. Petugas yang berjaga juga ramah dan bersedia di wawancara apabila dibutuhkan;Tempat nya bersih Petugas yang berjaga juga ramah dan bersedia di wawancara apabila dibutuhkan;['tempat', 'nya', 'bersih', 'petugas', 'yang', 'berjaga', 'juga', 'ramah', 'dan', 'bersedia', 'di', 'wawancara', 'apabila', 'dibutuhkan'];['tempat', 'nya', 'bersih', 'petugas', 'yang', 'berjaga', 'juga', 'ramah', 'dan', 'bersedia', 'di', 'wawancara', 'apabila', 'dibutuhkan'];['bersih', 'petugas', 'berjaga', 'ramah', 'bersedia', 'wawancara', 'dibutuhkan'];['bersih', 'tugas', 'jaga', 'ramah', 'sedia', 'wawancara', 'butuh']
Museum Keraton;Positif;Museumnya masih dijaga.. dan di rawat. Bagus untuk edukasi terhadap anak;Museumnya masih dijaga dan di rawat Bagus untuk edukasi terhadap anak;['museumnya', 'masih', 'dijaga', 'dan', 'di', 'rawat', 'bagus', 'untuk', 'edukasi', 'terhadap', 'anak'];['museumnya', 'masih', 'dijaga', 'dan', 'di', 'rawat', 'bagus', 'untuk', 'edukasi', 'terhadap', 'anak'];['museumnya', 'dijaga', 'rawat', 'bagus', 'edukasi', 'anak'];['museum', 'jaga', 'rawat', 'bagus', 'edukasi', 'anak']
