;index;lokasi;Sentimen;komentar;tokenize;clean;normalize;stopword;stemming
3188;3214;Museum Keraton;Positif;Keraton yang masih lengkap keberadaannya di jawa timur;['keraton', 'yang', 'masih', 'lengkap', 'keberadaannya', 'di', 'jawa', 'timur'];['keraton', 'yang', 'masih', 'lengkap', 'keberadaannya', 'di', 'jawa', 'timur'];['keraton', 'yang', 'masih', 'lengkap', 'keberadaannya', 'di', 'jawa', 'timur'];['keraton', 'lengkap', 'keberadaannya', 'jawa', 'timur'];['keraton', 'lengkap', 'ada', 'jawa', 'timur']
3189;3215;Museum Keraton;Negatif;"Bagus cuma agak kurang terawat koleksinya...
pemandunya sangat ramah";['bagus', 'cuma', 'agak', 'kurang', 'terawat', 'koleksinya', 'pemandunya', 'sangat', 'ramah'];['bagus', 'cuma', 'agak', 'kurang', 'terawat', 'koleksinya', 'pemandunya', 'sangat', 'ramah'];['bagus', 'cuma', 'agak', 'kurang', 'terawat', 'koleksinya', 'pemandunya', 'sangat', 'ramah'];['bagus', 'terawat', 'koleksinya', 'pemandunya', 'ramah'];['bagus', 'awat', 'koleksi', 'pandu', 'ramah']
3190;3216;Museum Keraton;Positif;Kunjungi museum kraton sumenep.. dijamin seru.. travel sambil belajar.. sejarah itu penting tretan!!;['kunjungi', 'museum', 'kraton', 'sumenep', 'dijamin', 'seru', 'travel', 'sambil', 'belajar', 'sejarah', 'itu', 'penting', 'tretan'];['kunjungi', 'museum', 'kraton', 'sumenep', 'dijamin', 'seru', 'travel', 'sambil', 'belajar', 'sejarah', 'itu', 'penting', 'tretan'];['kunjungi', 'museum', 'kraton', 'sumenep', 'dijamin', 'seru', 'travel', 'sambil', 'belajar', 'sejarah', 'itu', 'penting', 'tretan'];['kunjungi', 'museum', 'kraton', 'sumenep', 'dijamin', 'seru', 'travel', 'belajar', 'sejarah', 'tretan'];['kunjung', 'museum', 'kraton', 'sumenep', 'jamin', 'seru', 'travel', 'ajar', 'sejarah', 'tretan']
3191;3217;Museum Keraton;Positif;Tempat bersejarah sekaligus bisa jadi tujuan wisata bersama keluarga. Ukiran pada perabot rumah sangat bagus . Tempatnya cukup teduh bisa untuk melepaskan penat sejenak setelah keliling kota sumenep;['tempat', 'bersejarah', 'sekaligus', 'bisa', 'jadi', 'tujuan', 'wisata', 'bersama', 'keluarga', 'ukiran', 'pada', 'perabot', 'rumah', 'sangat', 'bagus', 'tempatnya', 'cukup', 'teduh', 'bisa', 'untuk', 'melepaskan', 'penat', 'sejenak', 'setelah', 'keliling', 'kota', 'sumenep'];['tempat', 'bersejarah', 'sekaligus', 'bisa', 'jadi', 'tujuan', 'wisata', 'bersama', 'keluarga', 'ukiran', 'pada', 'perabot', 'rumah', 'sangat', 'bagus', 'tempatnya', 'cukup', 'teduh', 'bisa', 'untuk', 'melepaskan', 'penat', 'sejenak', 'setelah', 'keliling', 'kota', 'sumenep'];['tempat', 'bersejarah', 'sekaligus', 'bisa', 'jadi', 'tujuan', 'wisata', 'bersama', 'keluarga', 'ukiran', 'pada', 'perabot', 'rumah', 'sangat', 'bagus', 'tempatnya', 'cukup', 'teduh', 'bisa', 'untuk', 'melepaskan', 'penat', 'sejenak', 'setelah', 'keliling', 'kota', 'sumenep'];['bersejarah', 'tujuan', 'wisata', 'keluarga', 'ukiran', 'perabot', 'rumah', 'bagus', 'tempatnya', 'teduh', 'melepaskan', 'penat', 'keliling', 'kota', 'sumenep'];['sejarah', 'tuju', 'wisata', 'keluarga', 'ukir', 'perabot', 'rumah', 'bagus', 'tempat', 'teduh', 'lepas', 'penat', 'keliling', 'kota', 'sumenep']
3192;3218;Museum Keraton;Positif;Dapat mengetahui sejarah raja sumenep;['dapat', 'mengetahui', 'sejarah', 'raja', 'sumenep'];['dapat', 'mengetahui', 'sejarah', 'raja', 'sumenep'];['dapat', 'mengetahui', 'sejarah', 'raja', 'sumenep'];['sejarah', 'raja', 'sumenep'];['sejarah', 'raja', 'sumenep']
3193;3219;Museum Keraton;Negatif;Buat yang seneng sejarah.. ada baiknya baca2 dulu latar belakang tentang keraton sumenep. Barang2 peninggalan lumayan banyak, sayang tempatnya kurang dirawat dan dijaga dengan optimal. Ada area2 yang belum dieksplorasi secara mendalam;['buat', 'yang', 'seneng', 'sejarah', 'ada', 'baiknya', 'baca2', 'dulu', 'latar', 'belakang', 'tentang', 'keraton', 'sumenep', 'barang2', 'peninggalan', 'lumayan', 'banyak', 'sayang', 'tempatnya', 'kurang', 'dirawat', 'dan', 'dijaga', 'dengan', 'optimal', 'ada', 'area2', 'yang', 'belum', 'dieksplorasi', 'secara', 'mendalam'];['buat', 'yang', 'seneng', 'sejarah', 'ada', 'baiknya', 'baca', 'dulu', 'latar', 'belakang', 'tentang', 'keraton', 'sumenep', 'barang', 'peninggalan', 'lumayan', 'banyak', 'sayang', 'tempatnya', 'kurang', 'dirawat', 'dan', 'dijaga', 'dengan', 'optimal', 'ada', 'area', 'yang', 'belum', 'dieksplorasi', 'secara', 'mendalam'];['buat', 'yang', 'senang', 'sejarah', 'ada', 'baiknya', 'baca', 'dulu', 'latar', 'belakang', 'tentang', 'keraton', 'sumenep', 'barang', 'peninggalan', 'lumayan', 'banyak', 'sayang', 'tempatnya', 'kurang', 'dirawat', 'dan', 'dijaga', 'dengan', 'optimal', 'ada', 'area', 'yang', 'belum', 'dieksplorasi', 'secara', 'mendalam'];['senang', 'sejarah', 'baiknya', 'baca', 'latar', 'keraton', 'sumenep', 'barang', 'peninggalan', 'lumayan', 'sayang', 'tempatnya', 'dirawat', 'dijaga', 'optimal', 'area', 'dieksplorasi', 'mendalam'];['senang', 'sejarah', 'baik', 'baca', 'latar', 'keraton', 'sumenep', 'barang', 'tinggal', 'lumayan', 'sayang', 'tempat', 'rawat', 'jaga', 'optimal', 'area', 'eksplorasi', 'dalam']
3194;3220;Museum Keraton;Positif;"Tempat bersejarah orang2 sumenep...memiliki peninggalan2 antik yg luar biasa.museum ini memiliki gerbang yg bernama ""labang mesem"" ,yg didirikan pd masa jokotole.";['tempat', 'bersejarah', 'orang2', 'sumenepmemiliki', 'peninggalan2', 'antik', 'yg', 'luar', 'biasamuseum', 'ini', 'memiliki', 'gerbang', 'yg', 'bernama', 'labang', 'mesem', 'yg', 'didirikan', 'pd', 'masa', 'jokotole'];['tempat', 'bersejarah', 'orang', 'sumenepmemiliki', 'peninggalan', 'antik', 'yg', 'luar', 'biasamuseum', 'ini', 'memiliki', 'gerbang', 'yg', 'bernama', 'labang', 'mesem', 'yg', 'didirikan', 'pd', 'masa', 'jokotole'];['tempat', 'bersejarah', 'orang', 'sumenepmemiliki', 'peninggalan', 'antik', 'yang', 'luar', 'biasamuseum', 'ini', 'memiliki', 'gerbang', 'yang', 'bernama', 'labang', 'mesem', 'yang', 'didirikan', 'pada', 'masa', 'jokotole'];['bersejarah', 'orang', 'sumenepmemiliki', 'peninggalan', 'antik', 'biasamuseum', 'memiliki', 'gerbang', 'bernama', 'labang', 'mesem', 'didirikan', 'jokotole'];['sejarah', 'orang', 'sumenepmemiliki', 'tinggal', 'antik', 'biasamuseum', 'milik', 'gerbang', 'nama', 'labang', 'mesem', 'diri', 'jokotole']
3195;3221;Museum Keraton;Positif;Bisa nambah wawasan sejarah, dan ngajari anak2 tentang sejarah yg ada di sumenep. Di mulai dari diri sendiri dulu mencintai dan menjaga budaya trus di tularin ke anak2, trus ke kalian. Monggo berkunjung?????? …;['bisa', 'nambah', 'wawasan', 'sejarah', 'dan', 'ngajari', 'anak2', 'tentang', 'sejarah', 'yg', 'ada', 'di', 'sumenep', 'di', 'mulai', 'dari', 'diri', 'sendiri', 'dulu', 'mencintai', 'dan', 'menjaga', 'budaya', 'trus', 'di', 'tularin', 'ke', 'anak2', 'trus', 'ke', 'kalian', 'monggo', 'berkunjung', '…'];['bisa', 'nambah', 'wawasan', 'sejarah', 'dan', 'ngajari', 'anak', 'tentang', 'sejarah', 'yg', 'ada', 'di', 'sumenep', 'di', 'mulai', 'dari', 'diri', 'sendiri', 'dulu', 'mencintai', 'dan', 'menjaga', 'budaya', 'trus', 'di', 'tularin', 'ke', 'anak', 'trus', 'ke', 'kalian', 'monggo', 'berkunjung', ''];['bisa', 'menambah', 'wawasan', 'sejarah', 'dan', 'ngajari', 'anak', 'tentang', 'sejarah', 'yang', 'ada', 'di', 'sumenep', 'di', 'mulai', 'dari', 'diri', 'sendiri', 'dulu', 'mencintai', 'dan', 'menjaga', 'budaya', 'terus', 'di', 'tularin', 'ke', 'anak', 'terus', 'ke', 'kalian', 'monggo', 'berkunjung', ''];['menambah', 'wawasan', 'sejarah', 'ngajari', 'anak', 'sejarah', 'sumenep', 'mencintai', 'menjaga', 'budaya', 'tularin', 'anak', 'monggo', 'berkunjung', ''];['tambah', 'wawas', 'sejarah', 'ngajari', 'anak', 'sejarah', 'sumenep', 'cinta', 'jaga', 'budaya', 'tularin', 'anak', 'monggo', 'kunjung', '']
3196;3222;Museum Keraton;Netral;Klo kita kesana bisa kebayang hidup di jaman kerajaan;['klo', 'kita', 'kesana', 'bisa', 'kebayang', 'hidup', 'di', 'jaman', 'kerajaan'];['klo', 'kita', 'kesana', 'bisa', 'kebayang', 'hidup', 'di', 'jaman', 'kerajaan'];['kalo', 'kita', 'kesana', 'bisa', 'terbayang', 'hidup', 'di', 'jaman', 'kerajaan'];['kesana', 'terbayang', 'hidup', 'jaman', 'kerajaan'];['kesana', 'bayang', 'hidup', 'jaman', 'raja']
3197;3223;Museum Keraton;Netral;"SUMEKAR. Sumenep Kraton adalah istana raja yang dibangun oleh Aria Wiraradja.
Di museum kraton disimpan benda2 peninggalan Raja Sumenep dari masa ke masa.
Seorang guide akan menuntun dan menjelaskan pada pengunjung mengenai seluk beluk kraton.";['sumekar', 'sumenep', 'kraton', 'adalah', 'istana', 'raja', 'yang', 'dibangun', 'oleh', 'aria', 'wiraradja', 'di', 'museum', 'kraton', 'disimpan', 'benda2', 'peninggalan', 'raja', 'sumenep', 'dari', 'masa', 'ke', 'masa', 'seorang', 'guide', 'akan', 'menuntun', 'dan', 'menjelaskan', 'pada', 'pengunjung', 'mengenai', 'seluk', 'beluk', 'kraton'];['sumekar', 'sumenep', 'kraton', 'adalah', 'istana', 'raja', 'yang', 'dibangun', 'oleh', 'aria', 'wiraradja', 'di', 'museum', 'kraton', 'disimpan', 'benda', 'peninggalan', 'raja', 'sumenep', 'dari', 'masa', 'ke', 'masa', 'seorang', 'guide', 'akan', 'menuntun', 'dan', 'menjelaskan', 'pada', 'pengunjung', 'mengenai', 'seluk', 'beluk', 'kraton'];['sumekar', 'sumenep', 'kraton', 'adalah', 'istana', 'raja', 'yang', 'dibangun', 'oleh', 'aria', 'wiraradja', 'di', 'museum', 'kraton', 'disimpan', 'benda', 'peninggalan', 'raja', 'sumenep', 'dari', 'masa', 'ke', 'masa', 'seorang', 'guide', 'akan', 'menuntun', 'dan', 'menjelaskan', 'pada', 'pengunjung', 'mengenai', 'seluk', 'beluk', 'kraton'];['sumekar', 'sumenep', 'kraton', 'istana', 'raja', 'dibangun', 'aria', 'wiraradja', 'museum', 'kraton', 'disimpan', 'benda', 'peninggalan', 'raja', 'sumenep', 'guide', 'menuntun', 'pengunjung', 'seluk', 'beluk', 'kraton'];['sumekar', 'sumenep', 'kraton', 'istana', 'raja', 'bangun', 'aria', 'wiraradja', 'museum', 'kraton', 'simpan', 'benda', 'tinggal', 'raja', 'sumenep', 'guide', 'tuntun', 'unjung', 'seluk', 'beluk', 'kraton']
3198;3224;Museum Keraton;Positif;Bagus....indah...artistik;['bagusindahartistik'];['bagusindahartistik'];['bagusindahartistik'];['bagusindahartistik'];['bagusindahartistik']
3199;3225;Museum Keraton;Positif;Disana kita bisa menambah wawasan tentang sejarah dan peninggalan dari kota sumenep... tempatnya juga lumayan bagus dan terawat;['disana', 'kita', 'bisa', 'menambah', 'wawasan', 'tentang', 'sejarah', 'dan', 'peninggalan', 'dari', 'kota', 'sumenep', 'tempatnya', 'juga', 'lumayan', 'bagus', 'dan', 'terawat'];['disana', 'kita', 'bisa', 'menambah', 'wawasan', 'tentang', 'sejarah', 'dan', 'peninggalan', 'dari', 'kota', 'sumenep', 'tempatnya', 'juga', 'lumayan', 'bagus', 'dan', 'terawat'];['disana', 'kita', 'bisa', 'menambah', 'wawasan', 'tentang', 'sejarah', 'dan', 'peninggalan', 'dari', 'kota', 'sumenep', 'tempatnya', 'juga', 'lumayan', 'bagus', 'dan', 'terawat'];['disana', 'menambah', 'wawasan', 'sejarah', 'peninggalan', 'kota', 'sumenep', 'tempatnya', 'lumayan', 'bagus', 'terawat'];['sana', 'tambah', 'wawas', 'sejarah', 'tinggal', 'kota', 'sumenep', 'tempat', 'lumayan', 'bagus', 'awat']
3200;3226;Museum Keraton;Positif;Keratonnya bagus. Masih belum banyak diganti.;['keratonnya', 'bagus', 'masih', 'belum', 'banyak', 'diganti'];['keratonnya', 'bagus', 'masih', 'belum', 'banyak', 'diganti'];['keratonnya', 'bagus', 'masih', 'belum', 'banyak', 'diganti'];['keratonnya', 'bagus', 'diganti'];['keraton', 'bagus', 'ganti']
3201;3227;Museum Keraton;Positif;"Sejarah keraton sumenep dan jawa yg berhubungan.
Tempat wisata sejarah yg wajib dikunjungi.
Ada guide yg ramah setia mendampingi kita";['sejarah', 'keraton', 'sumenep', 'dan', 'jawa', 'yg', 'berhubungan', 'tempat', 'wisata', 'sejarah', 'yg', 'wajib', 'dikunjungi', 'ada', 'guide', 'yg', 'ramah', 'setia', 'mendampingi', 'kita'];['sejarah', 'keraton', 'sumenep', 'dan', 'jawa', 'yg', 'berhubungan', 'tempat', 'wisata', 'sejarah', 'yg', 'wajib', 'dikunjungi', 'ada', 'guide', 'yg', 'ramah', 'setia', 'mendampingi', 'kita'];['sejarah', 'keraton', 'sumenep', 'dan', 'jawa', 'yang', 'berhubungan', 'tempat', 'wisata', 'sejarah', 'yang', 'wajib', 'dikunjungi', 'ada', 'guide', 'yang', 'ramah', 'setia', 'mendampingi', 'kita'];['sejarah', 'keraton', 'sumenep', 'jawa', 'berhubungan', 'wisata', 'sejarah', 'wajib', 'dikunjungi', 'guide', 'ramah', 'setia', 'mendampingi'];['sejarah', 'keraton', 'sumenep', 'jawa', 'hubung', 'wisata', 'sejarah', 'wajib', 'kunjung', 'guide', 'ramah', 'setia', 'damping']
3202;3228;Museum Keraton;Positif;Tempat bersejarah;['tempat', 'bersejarah'];['tempat', 'bersejarah'];['tempat', 'bersejarah'];['bersejarah'];['sejarah']
3203;3229;Museum Keraton;Positif;Salah satu Tempat bersejarah di kabupaten Sumenep yang mana dulunya keraton ini adalah pusat pemerintahan di kabupaten Sumenep, dan juga tempat tinggal seorang raja atau sultan;['salah', 'satu', 'tempat', 'bersejarah', 'di', 'kabupaten', 'sumenep', 'yang', 'mana', 'dulunya', 'keraton', 'ini', 'adalah', 'pusat', 'pemerintahan', 'di', 'kabupaten', 'sumenep', 'dan', 'juga', 'tempat', 'tinggal', 'seorang', 'raja', 'atau', 'sultan'];['salah', 'satu', 'tempat', 'bersejarah', 'di', 'kabupaten', 'sumenep', 'yang', 'mana', 'dulunya', 'keraton', 'ini', 'adalah', 'pusat', 'pemerintahan', 'di', 'kabupaten', 'sumenep', 'dan', 'juga', 'tempat', 'tinggal', 'seorang', 'raja', 'atau', 'sultan'];['salah', 'satu', 'tempat', 'bersejarah', 'di', 'kabupaten', 'sumenep', 'yang', 'mana', 'dulunya', 'keraton', 'ini', 'adalah', 'pusat', 'pemerintahan', 'di', 'kabupaten', 'sumenep', 'dan', 'juga', 'tempat', 'tinggal', 'seorang', 'raja', 'atau', 'sultan'];['salah', 'bersejarah', 'kabupaten', 'sumenep', 'dulunya', 'keraton', 'pusat', 'pemerintahan', 'kabupaten', 'sumenep', 'tinggal', 'raja', 'sultan'];['salah', 'sejarah', 'kabupaten', 'sumenep', 'dulunya', 'keraton', 'pusat', 'perintah', 'kabupaten', 'sumenep', 'tinggal', 'raja', 'sultan']
3204;3230;Museum Keraton;Negatif;Tempatnya kurang terawat...;['tempatnya', 'kurang', 'terawat'];['tempatnya', 'kurang', 'terawat'];['tempatnya', 'kurang', 'terawat'];['tempatnya', 'terawat'];['tempat', 'awat']
3205;3231;Museum Keraton;Positif;"Sangat cocok untuk belajar sejarah kerajaan yang adadi Sumenep.
Tiket masuknya pun murah";['sangat', 'cocok', 'untuk', 'belajar', 'sejarah', 'kerajaan', 'yang', 'adadi', 'sumenep', 'tiket', 'masuknya', 'pun', 'murah'];['sangat', 'cocok', 'untuk', 'belajar', 'sejarah', 'kerajaan', 'yang', 'adadi', 'sumenep', 'tiket', 'masuknya', 'pun', 'murah'];['sangat', 'cocok', 'untuk', 'belajar', 'sejarah', 'kerajaan', 'yang', 'adadi', 'sumenep', 'tiket', 'masuknya', 'pun', 'murah'];['cocok', 'belajar', 'sejarah', 'kerajaan', 'adadi', 'sumenep', 'tiket', 'masuknya', 'murah'];['cocok', 'ajar', 'sejarah', 'raja', 'adad', 'sumenep', 'tiket', 'masuk', 'murah']
3206;3232;Museum Keraton;Positif;Saya kasi.bintang 4 karena keraton ini ada di jantung kota Sumenep dan masih memelihara warisan benda benda dan bangunan kuno secara baik.;['saya', 'kasibintang', '4', 'karena', 'keraton', 'ini', 'ada', 'di', 'jantung', 'kota', 'sumenep', 'dan', 'masih', 'memelihara', 'warisan', 'benda', 'benda', 'dan', 'bangunan', 'kuno', 'secara', 'baik'];['saya', 'kasibintang', '', 'karena', 'keraton', 'ini', 'ada', 'di', 'jantung', 'kota', 'sumenep', 'dan', 'masih', 'memelihara', 'warisan', 'benda', 'benda', 'dan', 'bangunan', 'kuno', 'secara', 'baik'];['saya', 'kasibintang', '', 'karena', 'keraton', 'ini', 'ada', 'di', 'jantung', 'kota', 'sumenep', 'dan', 'masih', 'memelihara', 'warisan', 'benda', 'benda', 'dan', 'bangunan', 'kuno', 'secara', 'baik'];['kasibintang', '', 'keraton', 'jantung', 'kota', 'sumenep', 'memelihara', 'warisan', 'benda', 'benda', 'bangunan', 'kuno'];['kasibintang', '', 'keraton', 'jantung', 'kota', 'sumenep', 'pelihara', 'waris', 'benda', 'benda', 'bangun', 'kuno']
3207;3233;Museum Keraton;Positif;Rekreasi di pulau madura bila sudah sampai pantai yang ada di kota sumenep rugi rasanya bila tidak singgah di tempat ini;['rekreasi', 'di', 'pulau', 'madura', 'bila', 'sudah', 'sampai', 'pantai', 'yang', 'ada', 'di', 'kota', 'sumenep', 'rugi', 'rasanya', 'bila', 'tidak', 'singgah', 'di', 'tempat', 'ini'];['rekreasi', 'di', 'pulau', 'madura', 'bila', 'sudah', 'sampai', 'pantai', 'yang', 'ada', 'di', 'kota', 'sumenep', 'rugi', 'rasanya', 'bila', 'tidak', 'singgah', 'di', 'tempat', 'ini'];['rekreasi', 'di', 'pulau', 'madura', 'bila', 'sudah', 'sampai', 'pantai', 'yang', 'ada', 'di', 'kota', 'sumenep', 'rugi', 'rasanya', 'bila', 'tidak', 'singgah', 'di', 'tempat', 'ini'];['rekreasi', 'pulau', 'madura', 'pantai', 'kota', 'sumenep', 'rugi', 'singgah'];['rekreasi', 'pulau', 'madura', 'pantai', 'kota', 'sumenep', 'rugi', 'singgah']
3208;3234;Museum Keraton;Positif;Tempat ini masih termasuk di area jalan umum jadi harus benar-benar hati-hati saat berada diarea ini;['tempat', 'ini', 'masih', 'termasuk', 'di', 'area', 'jalan', 'umum', 'jadi', 'harus', 'benarbenar', 'hatihati', 'saat', 'berada', 'diarea', 'ini'];['tempat', 'ini', 'masih', 'termasuk', 'di', 'area', 'jalan', 'umum', 'jadi', 'harus', 'benarbenar', 'hatihati', 'saat', 'berada', 'diarea', 'ini'];['tempat', 'ini', 'masih', 'termasuk', 'di', 'area', 'jalan', 'umum', 'jadi', 'harus', 'benarbenar', 'hatihati', 'saat', 'berada', 'diarea', 'ini'];['area', 'jalan', 'benarbenar', 'hatihati', 'diarea'];['area', 'jalan', 'benarbenar', 'hatihati', 'area']
3209;3235;Museum Keraton;Negatif;Lokasi kurang besar. Tapi konsep museum di madura. Ini yng cukup bagus;['lokasi', 'kurang', 'besar', 'tapi', 'konsep', 'museum', 'di', 'madura', 'ini', 'yng', 'cukup', 'bagus'];['lokasi', 'kurang', 'besar', 'tapi', 'konsep', 'museum', 'di', 'madura', 'ini', 'yng', 'cukup', 'bagus'];['lokasi', 'kurang', 'besar', 'tapi', 'konsep', 'museum', 'di', 'madura', 'ini', 'yang', 'cukup', 'bagus'];['lokasi', 'konsep', 'museum', 'madura', 'bagus'];['lokasi', 'konsep', 'museum', 'madura', 'bagus']
3210;3236;Museum Keraton;Positif;Tempat bersejarah;['tempat', 'bersejarah'];['tempat', 'bersejarah'];['tempat', 'bersejarah'];['bersejarah'];['sejarah']
3211;3237;Museum Keraton;Positif;Tempat ini cocok buat untuk menambah wawasan kita tentang kebudayaan dan sejarah di sumenep.;['tempat', 'ini', 'cocok', 'buat', 'untuk', 'menambah', 'wawasan', 'kita', 'tentang', 'kebudayaan', 'dan', 'sejarah', 'di', 'sumenep'];['tempat', 'ini', 'cocok', 'buat', 'untuk', 'menambah', 'wawasan', 'kita', 'tentang', 'kebudayaan', 'dan', 'sejarah', 'di', 'sumenep'];['tempat', 'ini', 'cocok', 'buat', 'untuk', 'menambah', 'wawasan', 'kita', 'tentang', 'kebudayaan', 'dan', 'sejarah', 'di', 'sumenep'];['cocok', 'menambah', 'wawasan', 'kebudayaan', 'sejarah', 'sumenep'];['cocok', 'tambah', 'wawas', 'budaya', 'sejarah', 'sumenep']
3212;3238;Museum Keraton;Positif;Sangat bagus...bisa mengenang jsa para pahlawan dan tokoh agama Islam...;['sangat', 'bagusbisa', 'mengenang', 'jsa', 'para', 'pahlawan', 'dan', 'tokoh', 'agama', 'islam'];['sangat', 'bagusbisa', 'mengenang', 'jsa', 'para', 'pahlawan', 'dan', 'tokoh', 'agama', 'islam'];['sangat', 'bagusbisa', 'mengenang', 'jsa', 'para', 'pahlawan', 'dan', 'tokoh', 'agama', 'islam'];['bagusbisa', 'mengenang', 'jsa', 'pahlawan', 'tokoh', 'agama', 'islam'];['bagusbisa', 'kenang', 'jsa', 'pahlawan', 'tokoh', 'agama', 'islam']
3213;3239;Museum Keraton;Positif;Museum sbgai tmpat bnda peninggalan sejarah yg harus di jaga.;['museum', 'sbgai', 'tmpat', 'bnda', 'peninggalan', 'sejarah', 'yg', 'harus', 'di', 'jaga'];['museum', 'sbgai', 'tmpat', 'bnda', 'peninggalan', 'sejarah', 'yg', 'harus', 'di', 'jaga'];['museum', 'sebagai', 'tmpat', 'bunda', 'peninggalan', 'sejarah', 'yang', 'harus', 'di', 'jaga'];['museum', 'tmpat', 'bunda', 'peninggalan', 'sejarah', 'jaga'];['museum', 'tmpat', 'bunda', 'tinggal', 'sejarah', 'jaga']
3214;3240;Museum Keraton;Positif;The only keraton heritage in Jawa Timur;['the', 'only', 'keraton', 'heritage', 'in', 'jawa', 'timur'];['the', 'only', 'keraton', 'heritage', 'in', 'jawa', 'timur'];['the', 'only', 'keraton', 'heritage', 'ini', 'jawa', 'timur'];['the', 'only', 'keraton', 'heritage', 'jawa', 'timur'];['the', 'only', 'keraton', 'heritage', 'jawa', 'timur']
3215;3241;Museum Keraton;Positif;Tempat sejarah orang sumenep. Memiliki tempat yg bersih dan lain-lain.;['tempat', 'sejarah', 'orang', 'sumenep', 'memiliki', 'tempat', 'yg', 'bersih', 'dan', 'lainlain'];['tempat', 'sejarah', 'orang', 'sumenep', 'memiliki', 'tempat', 'yg', 'bersih', 'dan', 'lainlain'];['tempat', 'sejarah', 'orang', 'sumenep', 'memiliki', 'tempat', 'yang', 'bersih', 'dan', 'lainlain'];['sejarah', 'orang', 'sumenep', 'memiliki', 'bersih', 'lainlain'];['sejarah', 'orang', 'sumenep', 'milik', 'bersih', 'lainlain']
3216;3242;Museum Keraton;Positif;Menyimpan berbagai peninggalan kerajaan. Serasa kembali ke masa lampau.;['menyimpan', 'berbagai', 'peninggalan', 'kerajaan', 'serasa', 'kembali', 'ke', 'masa', 'lampau'];['menyimpan', 'berbagai', 'peninggalan', 'kerajaan', 'serasa', 'kembali', 'ke', 'masa', 'lampau'];['menyimpan', 'berbagai', 'peninggalan', 'kerajaan', 'serasa', 'kembali', 'ke', 'masa', 'lampau'];['menyimpan', 'peninggalan', 'kerajaan', 'serasa', 'lampau'];['simpan', 'tinggal', 'raja', 'serasa', 'lampau']
3217;3243;Museum Keraton;Positif;bagus dan bersejarah;['bagus', 'dan', 'bersejarah'];['bagus', 'dan', 'bersejarah'];['bagus', 'dan', 'bersejarah'];['bagus', 'bersejarah'];['bagus', 'sejarah']
3218;3244;Museum Keraton;Positif;Kalau ada sisa waktu di Sumenep ... bingung mau kemana ? Main aja ke keraton sumenep... sekaligus melihat sejarah Sumenep.;['kalau', 'ada', 'sisa', 'waktu', 'di', 'sumenep', 'bingung', 'mau', 'kemana', 'main', 'aja', 'ke', 'keraton', 'sumenep', 'sekaligus', 'melihat', 'sejarah', 'sumenep'];['kalau', 'ada', 'sisa', 'waktu', 'di', 'sumenep', 'bingung', 'mau', 'kemana', 'main', 'aja', 'ke', 'keraton', 'sumenep', 'sekaligus', 'melihat', 'sejarah', 'sumenep'];['kalau', 'ada', 'sisa', 'waktu', 'di', 'sumenep', 'bingung', 'mau', 'kemana', 'main', 'saja', 'ke', 'keraton', 'sumenep', 'sekaligus', 'melihat', 'sejarah', 'sumenep'];['sisa', 'sumenep', 'bingung', 'kemana', 'main', 'keraton', 'sumenep', 'sejarah', 'sumenep'];['sisa', 'sumenep', 'bingung', 'mana', 'main', 'keraton', 'sumenep', 'sejarah', 'sumenep']
