	user	waktu	Sentimen	lokasi	komentar	clean	tokenize	slankword	stopword	stemming
901	mulyadi wonorejo3/73	5 tahun lalu	Positif	Bukit Jaddhih	kl siang panas tempatnya	kl siang panas tempatnya	['kl', 'siang', 'panas', 'tempatnya']	['kalo', 'siang', 'panas', 'tempatnya']	['siang', 'panas', 'tempatnya']	['siang', 'panas', 'tempat']
902	Hamid Wijaya	4 tahun lalu	Positif	Bukit Jaddhih	Berpetualang di alam raya bukanlah perjalanan biasa bagi manusia, bila dianoligikan ke dalam perjalanan hidup seseorang, sebuah petualangan akan memberikan pesan nyata, baik itu tentang perjuangan, pengorbanan atau tentang hakikat manusia …	Berpetualang di alam raya bukanlah perjalanan biasa bagi manusia bila dianoligikan ke dalam perjalanan hidup seseorang sebuah petualangan akan memberikan pesan nyata baik itu tentang perjuangan pengorbanan atau tentang hakikat manusia	['berpetualang', 'di', 'alam', 'raya', 'bukanlah', 'perjalanan', 'biasa', 'bagi', 'manusia', 'bila', 'dianoligikan', 'ke', 'dalam', 'perjalanan', 'hidup', 'seseorang', 'sebuah', 'petualangan', 'akan', 'memberikan', 'pesan', 'nyata', 'baik', 'itu', 'tentang', 'perjuangan', 'pengorbanan', 'atau', 'tentang', 'hakikat', 'manusia']	['berpetualang', 'di', 'alam', 'raya', 'bukanlah', 'perjalanan', 'biasa', 'bagi', 'manusia', 'bila', 'dianoligikan', 'ke', 'dalam', 'perjalanan', 'hidup', 'seseorang', 'sebuah', 'petualangan', 'akan', 'memberikan', 'pesan', 'nyata', 'baik', 'itu', 'tentang', 'perjuangan', 'pengorbanan', 'atau', 'tentang', 'hakikat', 'manusia']	['berpetualang', 'alam', 'raya', 'perjalanan', 'manusia', 'dianoligikan', 'perjalanan', 'hidup', 'petualangan', 'pesan', 'nyata', 'perjuangan', 'pengorbanan', 'hakikat', 'manusia']	['tualang', 'alam', 'raya', 'jalan', 'manusia', 'dianoligikan', 'jalan', 'hidup', 'tualang', 'pesan', 'nyata', 'juang', 'korban', 'hakikat', 'manusia']
903	Ari Wibowo	4 tahun lalu	Positif	Bukit Jaddhih	"pertama kesini kesan pertama : Keren!!
bagi yang suka berfoto ria / swafoto, karena memang instagrammable …"	pertama kesini kesan pertama Kerenbagi yang suka berfoto ria swafoto karena memang instagrammable	['pertama', 'kesini', 'kesan', 'pertama', 'kerenbagi', 'yang', 'suka', 'berfoto', 'ria', 'swafoto', 'karena', 'memang', 'instagrammable']	['pertama', 'kesini', 'kesan', 'pertama', 'kerenbagi', 'yang', 'suka', 'berfoto', 'ria', 'swafoto', 'karena', 'memang', 'instagrammable']	['kesini', 'kesan', 'kerenbagi', 'suka', 'berfoto', 'ria', 'swafoto', 'instagrammable']	['kesini', 'kesan', 'kerenbagi', 'suka', 'foto', 'ria', 'swafoto', 'instagrammable']
904	Riha Rahma Mufida	4 tahun lalu	Positif	Bukit Jaddhih	Salah satu tempat wisata bukit kapur yang penggaliannya masih aktif di kabupaten Bangkalan khususnya di daerah Jaddih. Tempat wisata ini masih terus berbenah dalam pembangunannya. Terdapat kolam renang untuk anak-anak dan area danau dengan beberapa perahu kayu untuk sekedar mengelilinginya.	Salah satu tempat wisata bukit kapur yang penggaliannya masih aktif di kabupaten Bangkalan khususnya di daerah Jaddih Tempat wisata ini masih terus berbenah dalam pembangunannya Terdapat kolam renang untuk anakanak dan area danau dengan beberapa perahu kayu untuk sekedar mengelilinginya	['salah', 'satu', 'tempat', 'wisata', 'bukit', 'kapur', 'yang', 'penggaliannya', 'masih', 'aktif', 'di', 'kabupaten', 'bangkalan', 'khususnya', 'di', 'daerah', 'jaddih', 'tempat', 'wisata', 'ini', 'masih', 'terus', 'berbenah', 'dalam', 'pembangunannya', 'terdapat', 'kolam', 'renang', 'untuk', 'anakanak', 'dan', 'area', 'danau', 'dengan', 'beberapa', 'perahu', 'kayu', 'untuk', 'sekedar', 'mengelilinginya']	['salah', 'satu', 'tempat', 'wisata', 'bukit', 'kapur', 'yang', 'penggaliannya', 'masih', 'aktif', 'di', 'kabupaten', 'bangkalan', 'khususnya', 'di', 'daerah', 'jaddih', 'tempat', 'wisata', 'ini', 'masih', 'terus', 'berbenah', 'dalam', 'pembangunannya', 'terdapat', 'kolam', 'renang', 'untuk', 'anakanak', 'dan', 'area', 'danau', 'dengan', 'beberapa', 'perahu', 'kayu', 'untuk', 'sekedar', 'mengelilinginya']	['salah', 'wisata', 'bukit', 'kapur', 'penggaliannya', 'aktif', 'kabupaten', 'bangkalan', 'daerah', 'jaddih', 'wisata', 'berbenah', 'pembangunannya', 'kolam', 'renang', 'anakanak', 'area', 'danau', 'perahu', 'kayu', 'sekedar', 'mengelilinginya']	['salah', 'wisata', 'bukit', 'kapur', 'gali', 'aktif', 'kabupaten', 'bangkal', 'daerah', 'jaddih', 'wisata', 'benah', 'bangun', 'kolam', 'renang', 'anakanak', 'area', 'danau', 'perahu', 'kayu', 'dar', 'keliling']
905	Novita Amalia	5 tahun lalu	Negatif	Bukit Jaddhih	Tidak seperti di instagram, air yang seharusnya beewarna hijau tosca jd berwarna hijau lumut, jalan menuju masuknya bergelombang, info dr sekitar hati2 yang membawa motor kalau sore bny begal	Tidak seperti di instagram air yang seharusnya beewarna hijau tosca jd berwarna hijau lumut jalan menuju masuknya bergelombang info dr sekitar hati yang membawa motor kalau sore bny begal	['tidak', 'seperti', 'di', 'instagram', 'air', 'yang', 'seharusnya', 'beewarna', 'hijau', 'tosca', 'jd', 'berwarna', 'hijau', 'lumut', 'jalan', 'menuju', 'masuknya', 'bergelombang', 'info', 'dr', 'sekitar', 'hati', 'yang', 'membawa', 'motor', 'kalau', 'sore', 'bny', 'begal']	['tidak', 'seperti', 'di', 'instagram', 'air', 'yang', 'seharusnya', 'beewarna', 'hijau', 'tosca', 'jadi', 'berwarna', 'hijau', 'lumut', 'jalan', 'menuju', 'masuknya', 'bergelombang', 'info', 'dari', 'sekitar', 'hati', 'yang', 'membawa', 'motor', 'kalau', 'sore', 'bny', 'begal']	['instagram', 'air', 'beewarna', 'hijau', 'tosca', 'berwarna', 'hijau', 'lumut', 'jalan', 'masuknya', 'bergelombang', 'info', 'hati', 'membawa', 'motor', 'sore', 'bny', 'begal']	['instagram', 'air', 'beewarna', 'hijau', 'tosca', 'warna', 'hijau', 'lumut', 'jalan', 'masuk', 'gelombang', 'info', 'hati', 'bawa', 'motor', 'sore', 'bny', 'begal']
906	Supy Supy	5 tahun lalu	Positif	Bukit Jaddhih	Pemandangan lumayan bagus	Pemandangan lumayan bagus	['pemandangan', 'lumayan', 'bagus']	['pemandangan', 'lumayan', 'bagus']	['pemandangan', 'lumayan', 'bagus']	['pandang', 'lumayan', 'bagus']
907	Via Andri	5 tahun lalu	Positif	Bukit Jaddhih	Panas tp anginnya silir2	Panas tp anginnya silir	['panas', 'tp', 'anginnya', 'silir']	['panas', 'tapi', 'anginnya', 'silir']	['panas', 'anginnya', 'silir']	['panas', 'angin', 'silir']
908	Fahri H	3 tahun lalu	Positif	Bukit Jaddhih	Wisata yg cukup bagus dari bukit kapur	Wisata yg cukup bagus dari bukit kapur	['wisata', 'yg', 'cukup', 'bagus', 'dari', 'bukit', 'kapur']	['wisata', 'yang', 'cukup', 'bagus', 'dari', 'bukit', 'kapur']	['wisata', 'bagus', 'bukit', 'kapur']	['wisata', 'bagus', 'bukit', 'kapur']
909	okems selow	4 tahun lalu	Negatif	Bukit Jaddhih	Bekas tambang.. entah masih ada penambangan atau tidak tp msh terdapat 3 alat berat di sana.. siapin masker aja.. berdebu sangat.. klo musim panas yaa mnding paket topi n tangan panjang klo mao poto-poto.. airnya di sana juga rasanya kurang,, mending beli air botol kalo jajan di warung jangan beli es.. udah itu aja..	Bekas tambang entah masih ada penambangan atau tidak tp msh terdapat  alat berat di sana siapin masker aja berdebu sangat klo musim panas yaa mnding paket topi n tangan panjang klo mao potopoto airnya di sana juga rasanya kurang mending beli air botol kalo jajan di warung jangan beli es udah itu aja	['bekas', 'tambang', 'entah', 'masih', 'ada', 'penambangan', 'atau', 'tidak', 'tp', 'msh', 'terdapat', 'alat', 'berat', 'di', 'sana', 'siapin', 'masker', 'aja', 'berdebu', 'sangat', 'klo', 'musim', 'panas', 'yaa', 'mnding', 'paket', 'topi', 'n', 'tangan', 'panjang', 'klo', 'mao', 'potopoto', 'airnya', 'di', 'sana', 'juga', 'rasanya', 'kurang', 'mending', 'beli', 'air', 'botol', 'kalo', 'jajan', 'di', 'warung', 'jangan', 'beli', 'es', 'udah', 'itu', 'aja']	['bekas', 'tambang', 'entah', 'masih', 'ada', 'penambangan', 'atau', 'tidak', 'tapi', 'masih', 'terdapat', 'alat', 'berat', 'di', 'sana', 'siapin', 'masker', 'saja', 'berdebu', 'sangat', 'kalo', 'musim', 'panas', 'ya', 'mending', 'paket', 'topi', 'n', 'tangan', 'panjang', 'kalo', 'mau', 'potopoto', 'airnya', 'di', 'sana', 'juga', 'rasanya', 'kurang', 'mending', 'beli', 'air', 'botol', 'kalo', 'jajan', 'di', 'warung', 'jangan', 'beli', 'es', 'sudah', 'itu', 'saja']	['bekas', 'tambang', 'penambangan', 'alat', 'berat', 'siapin', 'masker', 'berdebu', 'musim', 'panas', 'mending', 'paket', 'topi', 'tangan', 'potopoto', 'airnya', 'mending', 'beli', 'air', 'botol', 'jajan', 'warung', 'beli', 'es']	['bekas', 'tambang', 'tambang', 'alat', 'berat', 'siapin', 'masker', 'debu', 'musim', 'panas', 'mending', 'paket', 'topi', 'tangan', 'potopoto', 'air', 'mending', 'beli', 'air', 'botol', 'jajan', 'warung', 'beli', 'es']
910	iin Ratnasari	2 tahun lalu	Positif	Bukit Jaddhih	"Kalo pertama kali kesini jika menggunakan maps harus benar"" Teliti,,, karena kurang akurat. Tempatnya masuk ke perkampungan gitu, akses jalan dari pintu masuk madura ke lokasi masih bagus, hanya waktu masuk ke buktinya saja yang rusak karena tanah kapur..."	Kalo pertama kali kesini jika menggunakan maps harus benar Teliti karena kurang akurat Tempatnya masuk ke perkampungan gitu akses jalan dari pintu masuk madura ke lokasi masih bagus hanya waktu masuk ke buktinya saja yang rusak karena tanah kapur	['kalo', 'pertama', 'kali', 'kesini', 'jika', 'menggunakan', 'maps', 'harus', 'benar', 'teliti', 'karena', 'kurang', 'akurat', 'tempatnya', 'masuk', 'ke', 'perkampungan', 'gitu', 'akses', 'jalan', 'dari', 'pintu', 'masuk', 'madura', 'ke', 'lokasi', 'masih', 'bagus', 'hanya', 'waktu', 'masuk', 'ke', 'buktinya', 'saja', 'yang', 'rusak', 'karena', 'tanah', 'kapur']	['kalo', 'pertama', 'kali', 'kesini', 'jika', 'menggunakan', 'maps', 'harus', 'benar', 'teliti', 'karena', 'kurang', 'akurat', 'tempatnya', 'masuk', 'ke', 'perkampungan', 'begitu', 'akses', 'jalan', 'dari', 'pintu', 'masuk', 'madura', 'ke', 'lokasi', 'masih', 'bagus', 'hanya', 'waktu', 'masuk', 'ke', 'buktinya', 'saja', 'yang', 'rusak', 'karena', 'tanah', 'kapur']	['kali', 'kesini', 'maps', 'teliti', 'akurat', 'tempatnya', 'masuk', 'perkampungan', 'akses', 'jalan', 'pintu', 'masuk', 'madura', 'lokasi', 'bagus', 'masuk', 'buktinya', 'rusak', 'tanah', 'kapur']	['kali', 'kesini', 'maps', 'teliti', 'akurat', 'tempat', 'masuk', 'kampung', 'akses', 'jalan', 'pintu', 'masuk', 'madura', 'lokasi', 'bagus', 'masuk', 'bukti', 'rusak', 'tanah', 'kapur']
911	Endah Nora Susanti	4 tahun lalu	Positif	Bukit Jaddhih	"Hemh..  Sebenarnya utk foto bagus..  Hanya saja banyak ""tagihan"". Uang parkir 20.000 Uang Masuk 20.000 nti pindah spot..  Dimintain lagi.. Jadi nggak jelas mana yang benar dan mana yang tidak"	Hemh Sebenarnya utk foto bagus Hanya saja banyak tagihan Uang parkir  Uang Masuk  nti pindah spot Dimintain lagi Jadi nggak jelas mana yang benar dan mana yang tidak	['hemh', 'sebenarnya', 'utk', 'foto', 'bagus', 'hanya', 'saja', 'banyak', 'tagihan', 'uang', 'parkir', 'uang', 'masuk', 'nti', 'pindah', 'spot', 'dimintain', 'lagi', 'jadi', 'nggak', 'jelas', 'mana', 'yang', 'benar', 'dan', 'mana', 'yang', 'tidak']	['hemh', 'sebenarnya', 'untuk', 'foto', 'bagus', 'hanya', 'saja', 'banyak', 'tagihan', 'uang', 'parkir', 'uang', 'masuk', 'nanti', 'pindah', 'spot', 'dimintain', 'lagi', 'jadi', 'enggak', 'jelas', 'mana', 'yang', 'benar', 'dan', 'mana', 'yang', 'tidak']	['hemh', 'foto', 'bagus', 'tagihan', 'uang', 'parkir', 'uang', 'masuk', 'pindah', 'spot', 'dimintain']	['hemh', 'foto', 'bagus', 'tagih', 'uang', 'parkir', 'uang', 'masuk', 'pindah', 'spot', 'dimintain']
912	Ali Nugroho	5 tahun lalu	Positif	Bukit Jaddhih	Tempat buatan tangan manusia hasil sisa dari tambang batu putih yang suatu saat akan habis di keruk.	Tempat buatan tangan manusia hasil sisa dari tambang batu putih yang suatu saat akan habis di keruk	['tempat', 'buatan', 'tangan', 'manusia', 'hasil', 'sisa', 'dari', 'tambang', 'batu', 'putih', 'yang', 'suatu', 'saat', 'akan', 'habis', 'di', 'keruk']	['tempat', 'buatan', 'tangan', 'manusia', 'hasil', 'sisa', 'dari', 'tambang', 'batu', 'putih', 'yang', 'suatu', 'saat', 'akan', 'habis', 'di', 'keruk']	['buatan', 'tangan', 'manusia', 'hasil', 'sisa', 'tambang', 'batu', 'putih', 'habis', 'keruk']	['buat', 'tangan', 'manusia', 'hasil', 'sisa', 'tambang', 'batu', 'putih', 'habis', 'keruk']
913	Kiki Amul Fatah	5 tahun lalu	Positif	Bukit Jaddhih	Tempat Liburan yg lumayan apik di Madura. Dekat dg Surabaya	Tempat Liburan yg lumayan apik di Madura Dekat dg Surabaya	['tempat', 'liburan', 'yg', 'lumayan', 'apik', 'di', 'madura', 'dekat', 'dg', 'surabaya']	['tempat', 'liburan', 'yang', 'lumayan', 'apik', 'di', 'madura', 'dekat', 'dengan', 'surabaya']	['liburan', 'lumayan', 'apik', 'madura', 'surabaya']	['libur', 'lumayan', 'apik', 'madura', 'surabaya']
914	Mayang	4 tahun lalu	Negatif	Bukit Jaddhih	danaunya warna coklat :(	danaunya warna coklat	['danaunya', 'warna', 'coklat']	['danaunya', 'warna', 'coklat']	['danaunya', 'warna', 'coklat']	['danau', 'warna', 'coklat']
915	Abdurrohman Faris	4 tahun lalu	Positif	Bukit Jaddhih	"Good bagus apik mantap....
Tpi sayang pas ke sana danau nya hbis air nya, ntah sp yg minum... Msuk cmn bayar parkir... …"	Good bagus apik mantapTpi sayang pas ke sana danau nya hbis air nya ntah sp yg minum Msuk cmn bayar parkir	['good', 'bagus', 'apik', 'mantaptpi', 'sayang', 'pas', 'ke', 'sana', 'danau', 'nya', 'hbis', 'air', 'nya', 'ntah', 'sp', 'yg', 'minum', 'msuk', 'cmn', 'bayar', 'parkir']	['good', 'bagus', 'apik', 'mantaptpi', 'sayang', 'pas', 'ke', 'sana', 'danau', 'nya', 'habis', 'air', 'nya', 'entah', 'sapa', 'yang', 'minum', 'masuk', 'cuman', 'bayar', 'parkir']	['good', 'bagus', 'apik', 'mantaptpi', 'sayang', 'pas', 'danau', 'habis', 'air', 'sapa', 'minum', 'masuk', 'cuman', 'bayar', 'parkir']	['good', 'bagus', 'apik', 'mantaptpi', 'sayang', 'pas', 'danau', 'habis', 'air', 'sapa', 'minum', 'masuk', 'cuman', 'bayar', 'parkir']
916	Indra Dewa	4 tahun lalu	Positif	Bukit Jaddhih	saran saya jangan bawa motor sendiri kesini, kalo ada mobil mending bawa mobil. aksesnya rawan begal. udah banyak kejadian. tapi spot nya emang bagus dan cocok buat foto foto. bawa payung sama jaket, panassss coy, bisa belang lama lama disana	saran saya jangan bawa motor sendiri kesini kalo ada mobil mending bawa mobil aksesnya rawan begal udah banyak kejadian tapi spot nya emang bagus dan cocok buat foto foto bawa payung sama jaket panassss coy bisa belang lama lama disana	['saran', 'saya', 'jangan', 'bawa', 'motor', 'sendiri', 'kesini', 'kalo', 'ada', 'mobil', 'mending', 'bawa', 'mobil', 'aksesnya', 'rawan', 'begal', 'udah', 'banyak', 'kejadian', 'tapi', 'spot', 'nya', 'emang', 'bagus', 'dan', 'cocok', 'buat', 'foto', 'foto', 'bawa', 'payung', 'sama', 'jaket', 'panassss', 'coy', 'bisa', 'belang', 'lama', 'lama', 'disana']	['saran', 'saya', 'jangan', 'bawa', 'motor', 'sendiri', 'kesini', 'kalo', 'ada', 'mobil', 'mending', 'bawa', 'mobil', 'aksesnya', 'rawan', 'begal', 'sudah', 'banyak', 'kejadian', 'tapi', 'spot', 'nya', 'memang', 'bagus', 'dan', 'cocok', 'buat', 'foto', 'foto', 'bawa', 'payung', 'sama', 'jaket', 'panassss', 'coy', 'bisa', 'belang', 'lama', 'lama', 'disana']	['saran', 'bawa', 'motor', 'kesini', 'mobil', 'mending', 'bawa', 'mobil', 'aksesnya', 'rawan', 'begal', 'kejadian', 'spot', 'bagus', 'cocok', 'foto', 'foto', 'bawa', 'payung', 'jaket', 'panassss', 'coy', 'belang', 'disana']	['saran', 'bawa', 'motor', 'kesini', 'mobil', 'mending', 'bawa', 'mobil', 'akses', 'rawan', 'begal', 'jadi', 'spot', 'bagus', 'cocok', 'foto', 'foto', 'bawa', 'payung', 'jaket', 'panassss', 'coy', 'belang', 'sana']
917	solikin adel	2 tahun lalu	Negatif	Bukit Jaddhih	"Terbengkalai dan di kelola warga sekitar
1.byr 10 RB iuran warga
2. Byr masuk area 20 …"	Terbengkalai dan di kelola warga sekitarbyr  RB iuran warga Byr masuk area	['terbengkalai', 'dan', 'di', 'kelola', 'warga', 'sekitarbyr', 'rb', 'iuran', 'warga', 'byr', 'masuk', 'area']	['terbengkalai', 'dan', 'di', 'kelola', 'warga', 'sekitarbyr', 'ribu', 'iuran', 'warga', 'byr', 'masuk', 'area']	['terbengkalai', 'kelola', 'warga', 'sekitarbyr', 'ribu', 'iuran', 'warga', 'byr', 'masuk', 'area']	['bengkalai', 'kelola', 'warga', 'sekitarbyr', 'ribu', 'iur', 'warga', 'byr', 'masuk', 'area']
918	Wazirotus Sakinah	5 tahun lalu	Positif	Bukit Jaddhih	Seperti menemukan hidden treasure. Datang di waktu sunset, padahal banyak yang bilang tutup jam 5 sore, tapi karena udah hampir nyampe kami lanjut aja, ternyata masih buka kok dan pemandangan sunset disana juga keren	Seperti menemukan hidden treasure Datang di waktu sunset padahal banyak yang bilang tutup jam  sore tapi karena udah hampir nyampe kami lanjut aja ternyata masih buka kok dan pemandangan sunset disana juga keren	['seperti', 'menemukan', 'hidden', 'treasure', 'datang', 'di', 'waktu', 'sunset', 'padahal', 'banyak', 'yang', 'bilang', 'tutup', 'jam', 'sore', 'tapi', 'karena', 'udah', 'hampir', 'nyampe', 'kami', 'lanjut', 'aja', 'ternyata', 'masih', 'buka', 'kok', 'dan', 'pemandangan', 'sunset', 'disana', 'juga', 'keren']	['seperti', 'menemukan', 'hidden', 'treasure', 'datang', 'di', 'waktu', 'sunset', 'padahal', 'banyak', 'yang', 'bilang', 'tutup', 'jam', 'sore', 'tapi', 'karena', 'sudah', 'hampir', 'sampai', 'kami', 'lanjut', 'saja', 'ternyata', 'masih', 'buka', 'kok', 'dan', 'pemandangan', 'sunset', 'disana', 'juga', 'keren']	['menemukan', 'hidden', 'treasure', 'sunset', 'tutup', 'jam', 'sore', 'buka', 'pemandangan', 'sunset', 'disana', 'keren']	['temu', 'hidden', 'treasure', 'sunset', 'tutup', 'jam', 'sore', 'buka', 'pandang', 'sunset', 'sana', 'keren']
919	Marcell Randy	5 tahun lalu	Negatif	Bukit Jaddhih	spot foto2nya banyak sih, tiket masuknya jg ga mahal2 banget, cuma panasnya itu yg ga nahan wkwk. recomen kesini waktu hari biasa aja, jangan waktu hari libur apalagi long weekend karna bakalan tambah panas wkwk	spot fotonya banyak sih tiket masuknya jg ga mahal banget cuma panasnya itu yg ga nahan wkwk recomen kesini waktu hari biasa aja jangan waktu hari libur apalagi long weekend karna bakalan tambah panas wkwk	['spot', 'fotonya', 'banyak', 'sih', 'tiket', 'masuknya', 'jg', 'ga', 'mahal', 'banget', 'cuma', 'panasnya', 'itu', 'yg', 'ga', 'nahan', 'wkwk', 'recomen', 'kesini', 'waktu', 'hari', 'biasa', 'aja', 'jangan', 'waktu', 'hari', 'libur', 'apalagi', 'long', 'weekend', 'karna', 'bakalan', 'tambah', 'panas', 'wkwk']	['spot', 'fotonya', 'banyak', 'sih', 'tiket', 'masuknya', 'juga', 'enggak', 'mahal', 'banget', 'cuma', 'panasnya', 'itu', 'yang', 'enggak', 'menahan', 'wkwk', 'recomen', 'kesini', 'waktu', 'hari', 'biasa', 'saja', 'jangan', 'waktu', 'hari', 'libur', 'apalagi', 'long', 'weekend', 'karena', 'bakalan', 'tambah', 'panas', 'wkwk']	['spot', 'fotonya', 'tiket', 'masuknya', 'mahal', 'banget', 'panasnya', 'menahan', 'wkwk', 'recomen', 'kesini', 'libur', 'long', 'weekend', 'panas', 'wkwk']	['spot', 'foto', 'tiket', 'masuk', 'mahal', 'banget', 'panas', 'tahan', 'wkwk', 'recomen', 'kesini', 'libur', 'long', 'weekend', 'panas', 'wkwk']
920	HARMIAH Amir	4 tahun lalu	Positif	Bukit Jaddhih	Wisata yg menyenangkan, batu kapur yg di sulap oleh tangan2 trampil?????? …	Wisata yg menyenangkan batu kapur yg di sulap oleh tangan trampil	['wisata', 'yg', 'menyenangkan', 'batu', 'kapur', 'yg', 'di', 'sulap', 'oleh', 'tangan', 'trampil']	['wisata', 'yang', 'menyenangkan', 'batu', 'kapur', 'yang', 'di', 'sulap', 'oleh', 'tangan', 'trampil']	['wisata', 'menyenangkan', 'batu', 'kapur', 'sulap', 'tangan', 'trampil']	['wisata', 'senang', 'batu', 'kapur', 'sulap', 'tangan', 'trampil']
921	Darmono Darmono	4 tahun lalu	Positif	Bukit Jaddhih	Tempat buat selfi bagus	Tempat buat selfi bagus	['tempat', 'buat', 'selfi', 'bagus']	['tempat', 'buat', 'selfi', 'bagus']	['selfi', 'bagus']	['selfi', 'bagus']
922	Agus Ridwan Zani	4 tahun lalu	Positif	Bukit Jaddhih	Untuk tempat panorama dan akses cukup bagus, hanya sayang kurang terkelola dgn baik, alat fasilitas keamanan dan keselamatan utk pengunjung masih kurang. Semoga ke depan akan lebih baik, dikelola dgn profesional yg juga mengutamakan keselamatan pengunjung. Trimksh.	Untuk tempat panorama dan akses cukup bagus hanya sayang kurang terkelola dgn baik alat fasilitas keamanan dan keselamatan utk pengunjung masih kurang Semoga ke depan akan lebih baik dikelola dgn profesional yg juga mengutamakan keselamatan pengunjung Trimksh	['untuk', 'tempat', 'panorama', 'dan', 'akses', 'cukup', 'bagus', 'hanya', 'sayang', 'kurang', 'terkelola', 'dgn', 'baik', 'alat', 'fasilitas', 'keamanan', 'dan', 'keselamatan', 'utk', 'pengunjung', 'masih', 'kurang', 'semoga', 'ke', 'depan', 'akan', 'lebih', 'baik', 'dikelola', 'dgn', 'profesional', 'yg', 'juga', 'mengutamakan', 'keselamatan', 'pengunjung', 'trimksh']	['untuk', 'tempat', 'panorama', 'dan', 'akses', 'cukup', 'bagus', 'hanya', 'sayang', 'kurang', 'terkelola', 'dengan', 'baik', 'alat', 'fasilitas', 'keamanan', 'dan', 'keselamatan', 'untuk', 'pengunjung', 'masih', 'kurang', 'semoga', 'ke', 'depan', 'akan', 'lebih', 'baik', 'dikelola', 'dengan', 'profesional', 'yang', 'juga', 'mengutamakan', 'keselamatan', 'pengunjung', 'trimksh']	['panorama', 'akses', 'bagus', 'sayang', 'terkelola', 'alat', 'fasilitas', 'keamanan', 'keselamatan', 'pengunjung', 'semoga', 'dikelola', 'profesional', 'mengutamakan', 'keselamatan', 'pengunjung', 'trimksh']	['panorama', 'akses', 'bagus', 'sayang', 'kelola', 'alat', 'fasilitas', 'aman', 'selamat', 'unjung', 'moga', 'kelola', 'profesional', 'utama', 'selamat', 'unjung', 'trimksh']
